ticket_id,customer_id,opened_at,closed_at,priority
771,391,2024-07-10 11:00:00,2024-07-10 16:04:15.909149,Low
772,392,2023-02-10 18:00:00,2023-02-11 17:53:40.421141,Medium
773,392,2023-04-05 00:00:00,2023-04-06 11:58:16.861329,Medium
774,392,2023-04-12 00:00:00,2023-04-13 05:07:03.432885,High
775,392,2024-05-07 02:00:00,2024-05-07 09:42:56.289200,High
776,393,2023-01-21 15:00:00,2023-01-23 01:31:20.263048,Low
777,394,2023-12-18 21:00:00,2023-12-20 01:11:37.325697,Low
778,394,2024-03-14 13:00:00,2024-03-15 17:26:20.410706,High
779,394,2024-03-10 07:00:00,2024-03-10 08:08:04.258087,Low
780,394,2024-04-06 15:00:00,2024-04-06 17:44:19.157461,Low
781,394,2024-08-11 15:00:00,2024-08-11 16:40:51.914203,Medium
782,395,2023-02-11 08:00:00,2023-02-12 06:44:29.495150,Low
783,397,2023-03-17 03:00:00,2023-03-18 11:29:45.267432,Low
784,399,2023-01-06 08:00:00,2023-01-07 04:11:06.577993,High
785,401,2023-03-25 11:00:00,2023-03-25 22:36:45.465138,Low
786,401,2023-03-27 15:00:00,2023-03-27 16:54:12.434319,High
787,401,2023-05-24 04:00:00,2023-05-24 20:10:02.080810,Low
788,402,2023-06-14 07:00:00,2023-06-14 13:34:30.544191,Low
789,402,2024-03-24 20:00:00,2024-03-25 05:58:47.177502,Medium
790,402,2024-07-27 04:00:00,2024-07-27 18:49:44.618613,Medium
791,406,2023-03-18 21:00:00,2023-03-19 12:25:49.589172,Medium
792,406,2023-06-20 17:00:00,2023-06-21 09:50:29.692051,High
793,406,2023-11-19 19:00:00,2023-11-21 14:09:34.762637,Low
794,406,2024-02-07 18:00:00,2024-02-07 21:21:39.365976,Low
795,406,2024-03-18 03:00:00,2024-03-18 03:56:29.573143,Medium
796,407,2023-01-10 10:00:00,2023-01-11 11:27:50.342455,High
797,407,2023-07-03 10:00:00,2023-07-04 03:26:02.231792,Low
798,408,2023-01-28 20:00:00,2023-01-29 01:14:56.747974,High
799,408,2023-01-19 08:00:00,2023-01-19 18:11:03.742347,Low
800,410,2023-06-16 11:00:00,2023-06-17 05:33:11.463969,Low
801,410,2023-09-16 23:00:00,2023-09-17 11:19:28.292514,Medium
802,411,2023-05-15 19:00:00,2023-05-16 04:56:01.592352,Low
803,411,2023-07-08 18:00:00,2023-07-08 19:38:10.224815,Medium
804,412,2023-02-25 02:00:00,2023-02-27 17:37:46.082178,Low
805,412,2023-02-03 10:00:00,2023-02-03 12:43:53.613952,Medium
806,412,2023-05-15 03:00:00,2023-05-15 06:00:45.146501,Medium
807,413,2023-02-02 01:00:00,2023-02-03 02:08:25.664236,Low
808,414,2023-02-22 10:00:00,2023-02-23 19:35:19.097028,Medium
809,414,2023-04-22 14:00:00,2023-04-22 14:30:54.130889,Low
810,414,2023-04-10 16:00:00,2023-04-11 02:35:48.556198,Low
811,414,2024-02-15 00:00:00,2024-02-15 17:17:17.651133,Low
812,415,2023-06-23 11:00:00,2023-06-23 20:20:58.696884,Low
813,415,2023-06-19 07:00:00,2023-06-19 19:17:35.465081,Low
814,415,2023-07-01 20:00:00,2023-07-01 20:33:10.959350,Medium
815,415,2023-09-27 05:00:00,2023-09-27 05:46:42.778727,Low
816,416,2023-01-03 18:00:00,2023-01-04 02:46:40.658088,Low
817,416,2023-07-13 02:00:00,2023-07-15 21:58:49.421375,Low
818,416,2023-12-24 09:00:00,2023-12-25 09:04:35.945242,Medium
819,416,2024-07-09 05:00:00,2024-07-09 11:01:21.050872,Low
820,416,2024-07-04 15:00:00,2024-07-04 18:27:45.174140,Low
821,416,2024-07-18 09:00:00,2024-07-18 23:50:26.505496,Low
822,417,2023-04-11 23:00:00,2023-04-14 06:20:41.045577,Low
823,417,2023-07-16 16:00:00,2023-07-17 15:46:41.174601,Low
824,417,2024-06-06 06:00:00,2024-06-07 08:11:22.298771,Low
825,417,2024-06-15 19:00:00,2024-06-16 00:57:18.766025,Low
826,418,2023-03-23 21:00:00,2023-03-24 02:46:45.776333,Low
827,418,2023-04-22 10:00:00,2023-04-23 04:03:07.880691,Low
828,418,2023-05-09 05:00:00,2023-05-09 18:14:50.275995,Medium
829,419,2023-01-19 08:00:00,2023-01-19 17:00:35.362550,Low
830,419,2023-09-08 00:00:00,2023-09-10 16:36:57.876244,Medium
831,419,2023-11-05 01:00:00,2023-11-05 06:23:51.740273,Low
832,420,2023-04-18 19:00:00,2023-04-19 13:21:43.520057,Medium
833,420,2023-05-02 06:00:00,2023-05-02 23:44:58.540871,Low
834,420,2024-03-18 08:00:00,2024-03-19 12:03:11.265628,Low
835,422,2023-01-13 03:00:00,2023-01-13 13:09:50.364455,High
836,424,2023-02-15 21:00:00,2023-02-16 06:12:19.858443,Low
837,424,2024-02-23 17:00:00,2024-02-23 22:43:18.092550,Medium
838,425,2023-02-27 05:00:00,2023-02-28 19:33:32.177520,High
839,425,2023-03-24 03:00:00,2023-03-24 20:54:24.771111,Low
840,426,2023-01-02 03:00:00,2023-01-02 08:05:18.388686,Low
841,427,2023-01-25 18:00:00,2023-01-28 06:55:23.593833,Medium
842,427,2023-08-28 10:00:00,2023-08-28 18:32:36.754471,Low
843,428,2023-02-21 18:00:00,2023-02-22 07:03:54.568192,Medium
844,428,2023-04-09 22:00:00,2023-04-10 12:31:44.240713,Low
845,428,2023-04-14 13:00:00,2023-04-14 19:18:03.245257,Low
846,429,2023-06-03 15:00:00,2023-06-04 04:13:33.635149,Low
847,431,2023-04-01 01:00:00,2023-04-02 00:29:17.561309,High
848,432,2023-01-20 00:00:00,2023-01-23 12:34:01.313526,Medium
849,432,2023-02-20 21:00:00,2023-02-21 20:35:04.352069,Medium
850,432,2023-03-17 17:00:00,2023-03-18 06:01:04.622517,Low
851,432,2023-04-01 09:00:00,2023-04-01 14:00:02.683301,Low
852,432,2023-06-26 23:00:00,2023-06-27 01:38:07.285662,Low
853,433,2023-09-27 04:00:00,2023-09-28 02:21:38.280649,High
854,433,2023-10-01 02:00:00,2023-10-02 01:18:22.584969,Medium
855,434,2023-01-16 22:00:00,2023-01-17 01:33:29.856230,High
856,435,2023-04-11 07:00:00,2023-04-11 07:30:00.000000,Low
857,435,2023-06-26 17:00:00,2023-06-26 22:49:12.749784,Low
858,435,2023-12-10 12:00:00,2023-12-11 00:14:52.312185,High
859,435,2024-02-23 07:00:00,2024-02-23 20:34:44.780040,Low
860,437,2023-02-18 10:00:00,2023-02-18 10:30:00.000000,Low
861,437,2023-04-27 07:00:00,2023-04-28 09:16:27.979515,Low
862,438,2023-04-11 09:00:00,2023-04-14 06:51:15.045513,Low
863,439,2023-09-25 22:00:00,2023-09-26 18:54:59.139377,Medium
864,439,2023-10-18 02:00:00,2023-10-18 02:30:00.000000,Low
865,441,2023-01-07 19:00:00,2023-01-08 11:42:47.774458,Low
866,442,2023-03-19 18:00:00,2023-03-20 01:11:11.075779,Low
867,443,2023-03-21 15:00:00,2023-03-22 11:08:49.153257,Medium
868,443,2023-11-15 23:00:00,2023-11-17 11:23:41.143024,Low
869,446,2023-01-07 05:00:00,2023-01-08 00:41:14.821256,Medium
870,446,2023-02-02 21:00:00,2023-02-03 06:35:47.358014,Low
871,447,2023-03-05 03:00:00,2023-03-05 05:30:46.017787,Low
872,447,2023-12-23 19:00:00,2023-12-23 22:11:54.232913,High
873,448,2023-01-26 10:00:00,2023-01-26 16:32:52.029873,Low
874,450,2023-02-26 13:00:00,2023-02-27 01:53:34.676346,Medium
875,450,2023-05-05 00:00:00,2023-05-06 04:57:08.430941,Low
876,450,2024-01-19 03:00:00,2024-01-19 08:58:00.842635,Low
877,451,2023-06-02 23:00:00,2023-06-03 04:17:37.773297,Low
878,451,2024-03-14 05:00:00,2024-03-14 10:36:06.033909,Low
879,452,2023-03-13 08:00:00,2023-03-13 20:39:44.755482,Low
880,453,2023-01-01 18:00:00,2023-01-02 02:02:30.348294,Low
881,453,2023-06-10 17:00:00,2023-06-10 23:15:09.045420,High
882,453,2023-07-05 03:00:00,2023-07-05 19:23:37.496355,Low
883,453,2024-05-02 15:00:00,2024-05-03 01:35:24.681647,Low
884,457,2023-01-18 02:00:00,2023-01-19 12:15:00.673357,Medium
885,457,2023-06-25 14:00:00,2023-06-27 09:58:28.059386,Low
886,457,2024-07-12 06:00:00,2024-07-12 19:35:11.293089,Medium
887,458,2023-02-15 02:00:00,2023-02-15 02:50:57.541838,Low
888,458,2023-03-15 09:00:00,2023-03-15 11:49:04.789881,Low
889,458,2023-05-17 16:00:00,2023-05-17 16:48:19.528210,Low
890,458,2024-03-25 18:00:00,2024-03-25 23:59:40.658633,Low
891,458,2024-04-13 13:00:00,2024-04-17 10:14:01.898777,Low
892,458,2024-06-26 13:00:00,2024-06-29 20:19:56.954369,Medium
893,458,2024-06-15 00:00:00,2024-06-16 00:49:24.944922,Medium
894,459,2023-02-14 07:00:00,2023-02-15 05:03:04.939037,High
895,459,2023-04-17 15:00:00,2023-04-18 20:52:43.002742,Medium
896,459,2023-07-07 02:00:00,2023-07-08 04:32:09.709040,Low
897,459,2023-12-25 10:00:00,2023-12-26 04:41:30.657629,High
898,459,2024-03-06 16:00:00,2024-03-08 13:39:58.236699,Medium
899,460,2023-01-16 09:00:00,2023-01-16 12:06:28.916114,Medium
900,460,2023-02-10 12:00:00,2023-02-11 15:47:10.401764,Low
901,460,2023-03-17 15:00:00,2023-03-18 02:16:45.337700,Medium
902,460,2023-07-24 07:00:00,2023-07-25 08:58:36.727477,Low
903,460,2023-07-25 07:00:00,2023-07-25 12:31:38.276402,Medium
904,460,2023-08-26 23:00:00,2023-08-27 18:37:28.734162,High
905,461,2023-08-24 14:00:00,2023-08-25 16:32:45.102789,Medium
906,461,2024-02-28 02:00:00,2024-02-29 04:28:17.202710,High
907,463,2023-01-23 03:00:00,2023-01-23 13:01:11.313850,Medium
908,464,2023-01-15 01:00:00,2023-01-15 22:48:32.719568,Medium
909,464,2023-04-01 03:00:00,2023-04-01 12:35:13.803894,Medium
910,464,2023-06-22 19:00:00,2023-06-23 05:44:12.133538,Low
911,464,2023-08-28 10:00:00,2023-08-29 04:36:12.832068,High
912,464,2023-09-07 11:00:00,2023-09-08 08:05:46.671331,High
913,464,2023-12-27 19:00:00,2023-12-29 17:15:57.992611,Low
914,465,2023-09-22 09:00:00,2023-09-24 10:44:12.859805,Low
915,466,2023-06-11 08:00:00,2023-06-11 15:47:01.341301,Medium
916,466,2023-08-18 06:00:00,2023-08-20 03:14:01.312344,Medium
917,466,2023-11-26 21:00:00,2023-11-30 03:42:34.562740,Medium
918,466,2023-12-27 14:00:00,2023-12-27 18:47:44.312778,Low
919,466,2024-01-16 05:00:00,2024-01-17 07:18:44.573384,Medium
920,467,2023-02-12 23:00:00,2023-02-13 08:14:17.379507,Medium
921,467,2023-06-10 22:00:00,2023-06-11 10:29:04.554827,Medium
922,468,2023-01-26 01:00:00,2023-01-26 23:03:08.466828,Low
923,468,2023-02-12 11:00:00,2023-02-12 14:02:35.605071,Medium
924,468,2023-04-22 06:00:00,2023-04-23 17:03:11.850582,Low
925,469,2023-01-07 19:00:00,2023-01-08 12:25:50.367430,Medium
926,470,2023-05-13 07:00:00,2023-05-13 11:29:17.387450,Medium
927,470,2023-07-04 14:00:00,2023-07-06 06:29:08.354821,Medium
928,470,2023-09-25 14:00:00,2023-09-25 14:45:27.607353,Medium
929,470,2024-03-25 02:00:00,2024-03-25 09:42:35.243067,Low
930,471,2023-01-10 03:00:00,2023-01-10 09:02:26.848637,High
931,471,2023-04-12 04:00:00,2023-04-13 05:31:44.351462,Low
932,471,2023-07-16 23:00:00,2023-07-17 08:17:48.632456,Low
933,471,2023-12-02 15:00:00,2023-12-03 16:22:16.813121,Low
934,471,2024-04-26 23:00:00,2024-04-27 22:01:58.365299,Low
935,471,2024-07-24 02:00:00,2024-07-24 16:01:03.955831,Low
936,472,2023-06-25 04:00:00,2023-06-25 15:48:11.137825,Medium
937,473,2023-08-06 01:00:00,2023-08-06 21:28:41.938202,Low
938,475,2023-06-04 18:00:00,2023-06-05 02:06:13.912186,Low
939,475,2023-08-07 08:00:00,2023-08-07 19:42:31.486624,High
940,476,2023-02-08 06:00:00,2023-02-08 21:31:29.719699,Low
941,478,2023-03-09 20:00:00,2023-03-11 17:04:09.033005,Low
942,478,2023-06-14 02:00:00,2023-06-14 21:02:10.601453,Medium
943,478,2023-10-19 17:00:00,2023-10-19 18:25:08.018901,Medium
944,478,2024-04-07 19:00:00,2024-04-09 19:38:52.266298,Low
945,478,2024-06-06 16:00:00,2024-06-06 22:17:44.023345,Medium
946,479,2023-01-20 04:00:00,2023-01-21 05:17:28.502960,Low
947,481,2023-04-20 16:00:00,2023-04-21 08:02:10.392329,Medium
948,482,2023-02-17 00:00:00,2023-02-17 08:35:51.346475,High
949,482,2023-04-08 01:00:00,2023-04-12 09:06:54.291932,Medium
950,482,2023-05-08 19:00:00,2023-05-09 08:40:49.724048,High
951,482,2023-05-19 08:00:00,2023-05-20 23:37:51.178673,Medium
952,482,2023-08-25 08:00:00,2023-08-28 17:27:32.166475,Medium
953,482,2023-10-08 21:00:00,2023-10-12 17:00:57.173039,Medium
954,482,2023-11-11 15:00:00,2023-11-12 13:50:37.119061,Low
955,484,2023-01-24 03:00:00,2023-01-24 10:17:23.154436,Low
956,484,2023-03-26 05:00:00,2023-03-26 16:47:21.944540,Medium
957,484,2023-07-07 14:00:00,2023-07-07 19:07:09.609613,High
958,484,2023-10-18 00:00:00,2023-10-18 11:19:19.629045,Low
959,484,2024-02-07 12:00:00,2024-02-07 22:18:15.156823,High
960,485,2023-01-25 18:00:00,2023-01-26 11:51:19.104906,High
961,485,2023-02-15 17:00:00,2023-02-19 02:13:41.977296,Medium
962,488,2024-07-06 15:00:00,2024-07-07 06:08:43.661604,Low
963,489,2023-10-13 21:00:00,2023-10-14 03:10:21.587894,Low
964,490,2023-03-27 06:00:00,2023-03-27 11:20:59.881179,Medium
965,491,2023-12-03 03:00:00,2023-12-03 03:39:02.692161,Low
966,491,2024-02-02 14:00:00,2024-02-03 03:39:13.616867,Low
967,492,2023-08-19 06:00:00,2023-08-20 05:58:45.904272,High
968,494,2023-05-11 22:00:00,2023-05-11 23:10:05.878057,Low
969,494,2023-06-15 23:00:00,2023-06-16 15:24:31.048600,Medium
970,495,2023-02-14 00:00:00,2023-02-15 12:31:16.241053,Medium
971,495,2024-06-23 15:00:00,2024-06-24 06:46:12.210298,Low
972,496,2023-03-21 15:00:00,2023-03-21 16:44:18.079468,Medium
973,496,2023-05-06 04:00:00,2023-05-07 03:26:43.596650,Low
974,496,2023-06-15 07:00:00,2023-06-16 10:35:01.290453,Medium
975,497,2023-02-04 17:00:00,2023-02-05 04:37:18.310385,High
976,497,2023-02-12 16:00:00,2023-02-13 18:25:48.083723,Medium
977,498,2023-01-12 19:00:00,2023-01-12 21:41:12.942041,High
978,498,2023-02-10 07:00:00,2023-02-11 23:53:12.085307,Low
979,498,2023-03-20 00:00:00,2023-03-21 03:45:45.732431,Low
980,498,2023-04-21 12:00:00,2023-04-21 13:51:59.774799,Medium
981,499,2023-03-27 13:00:00,2023-03-27 22:18:04.303633,Medium
982,502,2023-02-04 01:00:00,2023-02-06 14:59:52.333275,Low
983,502,2023-03-22 15:00:00,2023-03-23 01:27:20.855396,Medium
984,503,2023-01-27 13:00:00,2023-01-27 14:26:46.574815,Medium
985,503,2023-04-23 00:00:00,2023-04-23 18:06:53.167366,Low
986,503,2023-12-09 06:00:00,2023-12-09 13:02:48.258758,Medium
987,503,2024-01-08 19:00:00,2024-01-10 11:58:00.073734,Low
988,503,2024-04-15 21:00:00,2024-04-16 16:31:49.849242,Low
989,503,2024-05-14 11:00:00,2024-05-14 15:12:06.103502,Medium
990,504,2023-01-04 02:00:00,2023-01-04 08:17:16.214491,High
991,504,2023-09-05 21:00:00,2023-09-06 16:32:36.988068,Low
992,504,2023-09-27 07:00:00,2023-09-28 07:18:28.598216,Low
993,504,2023-10-18 16:00:00,2023-10-19 05:56:33.572435,Low
994,504,2023-12-02 00:00:00,2023-12-02 16:26:28.626517,Low
995,504,2024-02-28 10:00:00,2024-02-28 12:09:18.289453,Low
996,504,2024-04-06 04:00:00,2024-04-07 22:11:39.802723,Medium
997,508,2023-01-20 03:00:00,2023-01-22 02:29:57.184498,Medium
998,509,2023-03-07 05:00:00,2023-03-07 12:29:46.421396,Medium
999,510,2023-05-20 00:00:00,2023-05-20 10:41:18.328946,High
1000,510,2023-07-10 03:00:00,2023-07-11 01:44:24.252613,Low
1001,510,2023-07-23 22:00:00,2023-07-23 23:42:30.166092,Medium
1002,510,2023-11-20 23:00:00,2023-11-22 14:12:18.195036,Low
1003,510,2024-03-28 11:00:00,2024-03-28 11:30:00.000000,Low
1004,512,2023-01-03 01:00:00,2023-01-03 15:45:26.703075,Medium
1005,513,2023-04-25 15:00:00,2023-04-25 18:00:05.031381,Low
1006,513,2024-05-10 15:00:00,2024-05-10 23:12:23.012849,Low
1007,513,2024-06-13 19:00:00,2024-06-13 19:30:00.000000,Medium
1008,514,2023-04-14 05:00:00,2023-04-14 11:06:13.866970,Low
1009,514,2023-12-22 22:00:00,2023-12-24 07:13:46.076338,Low
1010,517,2023-05-26 09:00:00,2023-05-26 13:46:04.298811,Medium
1011,517,2024-01-20 05:00:00,2024-01-20 12:15:22.020789,Low
1012,517,2024-02-28 13:00:00,2024-02-28 14:31:42.848781,Low
1013,518,2024-02-02 12:00:00,2024-02-03 11:57:31.003394,Medium
1014,518,2024-06-23 22:00:00,2024-06-24 03:18:47.640761,Medium
1015,519,2023-03-24 19:00:00,2023-03-24 23:33:42.760105,Low
1016,520,2023-04-12 08:00:00,2023-04-13 00:43:39.221638,High
1017,520,2023-05-20 23:00:00,2023-05-21 20:05:05.712859,Medium
1018,520,2024-02-26 00:00:00,2024-02-26 09:28:02.480462,Low
1019,520,2024-03-26 22:00:00,2024-03-28 12:22:07.330260,Low
1020,520,2024-06-07 00:00:00,2024-06-07 22:45:58.361767,Low
1021,523,2023-01-23 18:00:00,2023-01-23 18:30:00.000000,High
1022,523,2023-03-27 22:00:00,2023-03-28 07:59:52.551199,Low
1023,523,2023-05-09 10:00:00,2023-05-11 22:31:09.830905,Low
1024,523,2023-09-08 21:00:00,2023-09-09 00:31:13.822285,Low
1025,525,2023-01-23 04:00:00,2023-01-23 15:34:52.506704,Low
1026,527,2023-02-22 09:00:00,2023-02-23 21:14:17.586409,High
1027,527,2023-12-24 18:00:00,2023-12-26 00:48:05.474880,High
1028,527,2024-03-07 15:00:00,2024-03-08 16:20:58.305424,Low
1029,530,2023-07-09 10:00:00,2023-07-10 11:08:50.112846,Medium
1030,531,2023-02-12 07:00:00,2023-02-12 20:15:33.350571,Low
1031,533,2023-03-16 01:00:00,2023-03-17 03:22:57.193228,Low
1032,534,2023-06-16 16:00:00,2023-06-18 06:02:17.430829,Low
1033,536,2023-08-01 05:00:00,2023-08-01 09:13:47.070034,Low
1034,536,2024-01-08 13:00:00,2024-01-09 05:57:12.307920,Medium
1035,536,2024-03-28 22:00:00,2024-04-01 10:02:28.983548,Low
1036,537,2023-05-21 15:00:00,2023-05-21 16:21:58.761811,Medium
1037,537,2023-09-14 00:00:00,2023-09-14 05:50:21.274770,Medium
1038,537,2023-09-02 06:00:00,2023-09-02 15:32:57.084975,High
1039,537,2024-03-27 04:00:00,2024-03-27 16:55:51.116043,Medium
1040,537,2024-03-16 01:00:00,2024-03-17 08:36:20.673399,Medium
1041,537,2024-05-25 18:00:00,2024-05-25 18:33:18.911830,Low
1042,538,2023-02-03 08:00:00,2023-02-03 18:18:24.135890,Medium
1043,538,2023-02-17 17:00:00,2023-02-17 18:10:19.862354,High
1044,538,2023-04-27 03:00:00,2023-04-27 12:49:11.579618,Low
1045,539,2023-05-05 05:00:00,2023-05-07 09:47:48.353925,Medium
1046,539,2023-05-14 11:00:00,2023-05-14 11:30:00.000000,High
1047,539,2023-10-12 10:00:00,2023-10-12 16:21:03.366863,Low
1048,539,2023-10-18 01:00:00,2023-10-20 01:27:16.182073,Medium
1049,539,2024-07-11 06:00:00,2024-07-11 12:11:11.316289,Low
1050,540,2023-02-23 14:00:00,2023-02-24 10:29:14.456859,Medium
1051,540,2023-03-06 06:00:00,2023-03-06 12:14:14.807497,Low
1052,540,2023-09-14 16:00:00,2023-09-15 10:40:50.901768,Medium
1053,540,2023-11-02 19:00:00,2023-11-03 14:20:39.900245,High
1054,540,2023-12-19 01:00:00,2023-12-19 04:25:31.019257,Low
1055,541,2023-01-02 07:00:00,2023-01-02 23:33:07.214775,Medium
1056,541,2023-01-15 23:00:00,2023-01-16 20:47:51.387422,High
1057,541,2023-01-21 01:00:00,2023-01-21 01:46:52.744325,Low
1058,541,2023-05-04 04:00:00,2023-05-04 22:54:20.438163,Medium
1059,542,2023-01-28 08:00:00,2023-01-28 18:50:09.023819,Medium
1060,542,2023-03-17 06:00:00,2023-03-18 23:19:45.505732,Low
1061,543,2023-03-13 15:00:00,2023-03-13 19:01:56.760866,Low
1062,545,2023-01-14 07:00:00,2023-01-14 07:41:42.085791,High
1063,545,2023-05-19 18:00:00,2023-05-20 00:13:21.452041,Low
1064,545,2023-07-20 14:00:00,2023-07-22 15:08:51.253004,Medium
1065,547,2023-10-11 17:00:00,2023-10-12 08:48:11.578898,Low
1066,547,2024-03-25 21:00:00,2024-03-27 00:14:19.797925,Medium
1067,547,2024-04-20 04:00:00,2024-04-22 21:03:58.871482,Low
1068,547,2024-07-26 12:00:00,2024-07-26 16:15:38.066228,Medium
1069,549,2023-07-07 20:00:00,2023-07-08 00:37:33.154014,High
1070,549,2023-12-18 00:00:00,2023-12-18 15:56:39.203709,Low
1071,549,2024-02-16 01:00:00,2024-02-16 06:23:54.589541,Medium
1072,549,2024-03-25 19:00:00,2024-03-28 19:55:18.817715,Medium
1073,549,2024-04-01 22:00:00,2024-04-04 00:49:53.504970,Low
1074,549,2024-04-17 05:00:00,2024-04-17 05:30:00.000000,Medium
1075,549,2024-05-13 04:00:00,2024-05-13 07:25:52.125963,High
1076,551,2023-04-21 07:00:00,2023-04-22 15:50:33.911168,High
1077,551,2023-04-25 14:00:00,2023-04-28 21:09:49.742475,Low
1078,551,2023-06-13 15:00:00,2023-06-14 14:36:57.440446,Medium
1079,551,2023-08-11 13:00:00,2023-08-14 16:33:21.577231,Low
1080,551,2024-02-14 20:00:00,2024-02-15 01:05:46.389831,Low
1081,552,2023-01-02 09:00:00,2023-01-02 11:11:58.935623,Low
1082,552,2023-12-16 04:00:00,2023-12-16 20:58:08.755241,Medium
1083,552,2024-03-20 11:00:00,2024-03-20 11:32:32.957061,Low
1084,552,2024-04-01 14:00:00,2024-04-02 01:26:03.291111,Medium
1085,552,2024-07-10 01:00:00,2024-07-10 11:08:03.060720,Low
1086,553,2023-02-23 17:00:00,2023-02-26 11:30:24.800937,Medium
1087,554,2023-02-25 13:00:00,2023-02-26 10:24:08.455824,Low
1088,554,2023-02-07 19:00:00,2023-02-08 21:57:43.008685,High
1089,554,2023-08-15 10:00:00,2023-08-16 17:57:13.318170,High
1090,554,2023-08-12 21:00:00,2023-08-13 04:16:31.722959,Medium
1091,554,2023-10-07 17:00:00,2023-10-07 17:56:26.120865,Medium
1092,557,2023-01-23 11:00:00,2023-01-23 18:06:39.257102,Low
1093,557,2023-05-27 20:00:00,2023-05-28 07:44:50.563307,Medium
1094,557,2023-08-10 22:00:00,2023-08-16 15:41:27.211355,Low
1095,557,2023-10-04 23:00:00,2023-10-05 01:06:37.077280,Low
1096,560,2023-06-10 01:00:00,2023-06-10 09:15:21.022336,Medium
1097,561,2023-02-21 21:00:00,2023-02-24 12:03:12.569039,Low
1098,562,2023-01-04 15:00:00,2023-01-04 15:30:00.000000,Medium
1099,562,2023-02-08 18:00:00,2023-02-09 12:44:38.318248,Medium
1100,562,2023-04-05 17:00:00,2023-04-05 23:07:31.292485,High
1101,562,2023-04-23 05:00:00,2023-04-24 18:45:36.406607,Low
1102,563,2023-01-11 01:00:00,2023-01-12 02:57:03.704731,Low
1103,564,2023-05-12 09:00:00,2023-05-13 18:03:32.943707,Low
1104,564,2023-07-09 16:00:00,2023-07-10 12:39:08.954334,Low
1105,564,2024-01-08 12:00:00,2024-01-08 13:26:27.586207,Low
1106,565,2023-02-22 01:00:00,2023-02-23 01:37:43.733582,Low
1107,565,2023-02-17 01:00:00,2023-02-19 10:06:04.037222,Low
1108,565,2023-06-08 19:00:00,2023-06-09 18:51:53.331851,Low
1109,566,2023-04-04 04:00:00,2023-04-05 04:51:44.354876,Medium
1110,567,2023-01-12 23:00:00,2023-01-14 06:04:41.583986,Medium
1111,567,2023-07-19 13:00:00,2023-07-20 14:17:59.354819,Medium
1112,567,2024-02-11 11:00:00,2024-02-11 16:14:19.440418,Low
1113,568,2023-06-24 07:00:00,2023-06-25 09:27:29.532422,Low
1114,569,2024-04-12 06:00:00,2024-04-12 18:27:07.570563,Low
1115,572,2023-03-06 16:00:00,2023-03-09 17:55:33.881167,Medium
1116,572,2023-04-04 00:00:00,2023-04-06 13:50:49.915369,High
1117,575,2023-03-21 05:00:00,2023-03-21 22:44:46.783696,Low
1118,575,2024-07-05 05:00:00,2024-07-06 21:52:33.193594,High
1119,576,2023-01-03 18:00:00,2023-01-03 21:27:50.564764,Low
1120,576,2023-06-05 22:00:00,2023-06-06 01:45:40.665739,Medium
1121,576,2024-06-05 19:00:00,2024-06-07 10:18:55.414733,Medium
1122,576,2024-07-15 10:00:00,2024-07-16 07:24:11.164468,Low
1123,577,2023-02-28 05:00:00,2023-02-28 10:37:39.506642,Medium
1124,578,2023-01-28 16:00:00,2023-01-29 08:00:22.954194,Medium
1125,578,2023-02-18 23:00:00,2023-02-19 04:43:36.926296,Medium
1126,578,2023-02-13 11:00:00,2023-02-14 10:45:18.122404,Low
1127,578,2024-03-16 00:00:00,2024-03-16 10:43:41.687555,Medium
1128,578,2024-03-25 02:00:00,2024-03-25 03:37:57.732725,Low
1129,578,2024-04-08 13:00:00,2024-04-08 15:36:39.968576,Medium
1130,578,2024-05-27 07:00:00,2024-05-28 13:37:31.903406,Low
1131,579,2023-01-04 12:00:00,2023-01-05 16:45:52.623486,Low
1132,579,2023-03-27 14:00:00,2023-03-28 21:08:58.436018,Low
1133,580,2023-09-10 06:00:00,2023-09-11 06:47:15.238414,Low
1134,582,2023-02-03 03:00:00,2023-02-05 02:39:58.034193,Low
1135,584,2023-06-03 18:00:00,2023-06-04 05:01:21.136411,Medium
1136,584,2023-12-22 17:00:00,2023-12-22 19:26:28.508869,Low
1137,585,2023-01-25 14:00:00,2023-01-25 17:01:46.989794,Medium
1138,585,2023-03-01 10:00:00,2023-03-01 15:48:27.730593,Low
1139,585,2024-01-25 17:00:00,2024-01-25 17:30:00.000000,High
1140,587,2023-09-07 21:00:00,2023-09-08 23:08:42.005506,Medium
1141,587,2024-02-04 17:00:00,2024-02-05 00:32:32.826188,Low
1142,588,2023-02-06 10:00:00,2023-02-06 17:52:03.495758,Medium
1143,591,2023-02-16 11:00:00,2023-02-18 03:37:45.912173,Low
1144,591,2023-02-17 07:00:00,2023-02-18 04:23:53.625262,Medium
1145,593,2023-03-22 08:00:00,2023-03-22 08:38:58.749412,Low
1146,593,2023-05-21 14:00:00,2023-05-21 20:58:23.533353,Medium
1147,599,2023-02-01 14:00:00,2023-02-02 03:00:22.893285,Low
1148,599,2024-01-07 04:00:00,2024-01-07 04:36:28.917107,High
1149,599,2024-03-28 15:00:00,2024-03-28 22:14:14.532353,High
1150,600,2023-05-27 15:00:00,2023-05-28 07:40:07.618256,Low
1151,601,2023-01-26 12:00:00,2023-01-27 23:59:24.819977,Low
